account_num,customer_ref,subs_id,bill_seq,bill_dtm,invoice_net_mny,invoice_tax_mny,invoice_num,msisdn,event_type,event_type_name,event_id,cluster_sub_id,created_dtm,event_datetime,charge,event_cost,tlo_product_seq,product_seq,product_name,managed_file_id,row_number,was_modified,cost_centre_id,tariff_id,tariff_name,tariff_desc,event_attr_1,event_attr_2,event_attr_3,event_attr_4,event_attr_5,event_attr_6,event_attr_7,event_attr_8,event_attr_9,event_attr_10,event_attr_11,event_attr_12,event_attr_13,event_attr_14,event_attr_15,event_attr_16,event_attr_17,event_attr_18,event_attr_19,event_attr_20,event_attr_21,event_attr_22,event_attr_23,event_attr_24,event_attr_25,event_attr_26,event_attr_27,event_attr_28,event_attr_29,event_attr_30,event_attr_31,event_attr_32,event_attr_33,event_attr_34,event_attr_35,event_attr_36,loyalty_points,competitor_cost_mny,internal_cost_mny,external_cost_mny,fragment_number,imported_cost_mny,imported_currency_code,rating_discounted_usage_total,pre_discounted_cost_mny,highest_priority_discount_id,tax_override_id,ust_category_id,ust_code_id,original_account_num,rule_number,highest_priority_prod_seq,receivable_class_id,receivable_class_name,revenue_code_id,revenue_code_name,discount_data,primary_event_ref,inhost_costed_boo,host_event_type_id,charge_number,billed_cost_mny,mask_bill_rule_id,mask_store_rule_id,post_bill_retention_days,event_lifecycle_type,previous_event_ref,previous_event_seq,twin_event_boo,extraction_timestamp,date,history_date
2000163929,1000163930,NULL,1,NULL,NULL,NULL,NULL,75110198,4,National SMS,000045000000003,2,2020-12-01 09:56:53,2020-11-05 20:53:44,Charged,50,1,2,Mobile Postpaid Line,23,4,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110198,001456,1,'O',NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000004,400000004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000163929,1000163930,NULL,1,NULL,NULL,NULL,NULL,75110198,6,SMS Roaming,000045000000005,2,2020-12-01 09:56:53,2020-11-05 22:55:44,Charged,80,1,2,Mobile Postpaid Line,23,6,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110198,001456,1,'O',NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000006,400000006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164067,1000164069,NULL,1,2020-12-01 00:00:00,235900,0,VFO0000005,75110199,1,National Calls,000027000000000,2,2020-12-01 13:59:16,2020-11-04 14:58:27,Charged,45900,1,2,Mobile Postpaid Line,14,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110199,001456,60,'O',NULL,4590,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164105,1000164090,NULL,1,NULL,NULL,NULL,NULL,75110451,1,National Calls,00002C000000000,2,2020-12-01 22:16:44,2020-11-04 23:16:22,Charged,300,1,2,Mobile Postpaid Line,16,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110451,001456,60,'O',NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164108,1000164093,NULL,1,2020-12-01 00:00:00,190300,0,VFO0000007,75110300,1,National Calls,00002F000000000,2,2020-12-01 22:18:57,2020-11-04 23:18:36,Charged,300,1,2,Mobile Postpaid Line,18,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110300,001456,60,'O',NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164388,1000164715,NULL,1,2020-12-01 00:00:00,267366,0,VFO0000014,75110011,4,National SMS,000097000000003,2,2020-12-01 10:24:32,2020-11-11 20:53:44,Charged,50,1,2,Mobile Postpaid Line,69,4,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110011,001456,1,'O',NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000004,400000004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164619,1000164935,NULL,1,NULL,NULL,NULL,NULL,75110005,5,International SMS,0000B6000000004,2,2020-12-01 21:12:53,2020-11-12 21:54:44,Charged,150,1,2,Mobile Postpaid Line,81,5,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110005,001456,1,'O',NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000005,400000005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164625,1000164933,NULL,1,NULL,NULL,NULL,NULL,77110020,7,National Data,0000C2000000006,2,2020-12-01 12:40:37,2020-11-13 17:56:44,Charged,300,1,2,Mobile Postpaid Line,89,7,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,77110020,NULL,NULL,1048576,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000007,400000007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164865,1000165110,NULL,1,NULL,NULL,NULL,NULL,77110022,5,International SMS,0000C8000000004,2,2020-12-01 08:18:40,2020-11-21 21:54:44,Charged,150,1,2,Mobile Postpaid Line,93,5,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,77110022,001456,1,'O',NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000005,400000005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164865,1000165110,NULL,1,NULL,NULL,NULL,NULL,77110022,7,National Data,0000C8000000006,2,2020-12-01 08:18:40,2020-11-21 17:56:44,Charged,300,1,2,Mobile Postpaid Line,93,7,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,77110022,NULL,NULL,1048576,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000007,400000007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,1,National Calls,000049000000000,2,2020-12-01 12:21:05,2020-11-05 13:20:20,Charged,20,1,2,Mobile Postpaid Line,25,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,001456,60,'O',NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,2,International Calls,00004C000000000,2,2020-12-01 12:21:52,2020-11-05 13:21:20,Charged,20,1,2,Mobile Postpaid Line,27,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,001456,60,'O',NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000002,400000002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,3,Voice Roaming,00004F000000000,2,2020-12-01 12:22:32,2020-11-05 13:22:02,Charged,20,1,2,Mobile Postpaid Line,29,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,001456,60,'O',NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000003,400000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,4,National SMS,000052000000000,2,2020-12-01 12:25:48,2020-11-05 13:25:17,Charged,100,1,2,Mobile Postpaid Line,31,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,001456,1,'O',NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000004,400000004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,7,National Data,000055000000000,2,2020-12-01 12:26:32,2020-11-05 13:26:01,Charged,50,1,2,Mobile Postpaid Line,33,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,NULL,NULL,1048576,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000007,400000007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,8,Data Roaming,000061000000000,2,2020-12-01 12:51:11,2020-11-05 13:45:50,Charged,50,1,2,Mobile Postpaid Line,41,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,NULL,NULL,1048576,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000008,400000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,8,Data Roaming,00006A000000000,2,2020-12-01 13:42:35,2020-11-05 13:45:50,Charged,50,1,2,Mobile Postpaid Line,47,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,NULL,NULL,1048576,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000008,400000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,8,Data Roaming,000073000000000,2,2020-12-01 13:53:26,2020-11-05 13:45:50,Charged,50,1,2,Mobile Postpaid Line,53,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,NULL,NULL,1048576,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000008,400000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000168008,1000168409,NULL,1,2020-11-26 00:00:00,171267,0,VFO0000003,75110221,1,National Calls,000008000000000,2,2020-11-26 09:24:48,2020-11-04 10:24:27,Charged,300,1,2,Mobile Postpaid Line,5,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110221,001456,60,'O',NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000163929,1000163930,NULL,1,NULL,NULL,NULL,NULL,75110198,1,National Calls,00001B000000000,2,2020-12-01 09:47:23,2020-11-04 10:46:45,Charged,5000000,1,2,Mobile Postpaid Line,8,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110198,001456,60,'O',NULL,500000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000163929,1000163930,NULL,1,NULL,NULL,NULL,NULL,75110198,7,National Data,000045000000006,2,2020-12-01 09:56:53,2020-11-05 17:56:44,Charged,300,1,2,Mobile Postpaid Line,23,7,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110198,NULL,NULL,1048576,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000007,400000007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000163929,1000163930,NULL,1,NULL,NULL,NULL,NULL,75110198,8,Data Roaming,000045000000007,2,2020-12-01 09:56:53,2020-11-05 18:57:44,Charged,250,1,2,Mobile Postpaid Line,23,8,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110198,NULL,NULL,1048576,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000008,400000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000163998,1000164000,NULL,1,NULL,NULL,NULL,NULL,75110187,1,National Calls,000022000000000,2,2020-12-01 12:53:26,2020-11-04 13:52:48,Charged,45000,1,2,Mobile Postpaid Line,11,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110187,001456,60,'O',NULL,450000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164189,1000164187,NULL,1,2020-12-01 00:00:00,186966,0,VFO0000008,75110155,1,National Calls,000079000000000,2,2020-12-01 18:08:47,2020-11-05 19:08:23,Charged,300,1,2,Mobile Postpaid Line,57,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110155,001456,60,'O',NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164258,1000164259,NULL,1,NULL,NULL,NULL,NULL,75110003,1,National Calls,000088000000000,2,2020-12-01 17:29:06,2020-11-09 18:28:03,Charged,20,1,2,Mobile Postpaid Line,59,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110003,001456,60,'O',NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164258,1000164259,NULL,1,NULL,NULL,NULL,NULL,75110003,7,National Data,00008E000000000,2,2020-12-01 17:30:21,2020-11-09 18:29:19,Charged,20,1,2,Mobile Postpaid Line,63,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110003,NULL,NULL,1048576,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000007,400000007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164258,1000164259,NULL,1,NULL,NULL,NULL,NULL,75110003,8,Data Roaming,000094000000000,2,2020-12-01 17:32:53,2020-11-09 18:30:57,Charged,50,1,2,Mobile Postpaid Line,67,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110003,NULL,NULL,1048576,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000008,400000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164388,1000164715,NULL,1,2020-12-01 00:00:00,267366,0,VFO0000014,75110011,1,National Calls,000097000000000,2,2020-12-01 10:24:32,2020-11-11 18:49:44,Charged,100,1,2,Mobile Postpaid Line,69,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110011,001456,60,'O',NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164388,1000164715,NULL,1,2020-12-01 00:00:00,267366,0,VFO0000014,75110011,5,International SMS,000097000000004,2,2020-12-01 10:24:32,2020-11-11 21:54:44,Charged,150,1,2,Mobile Postpaid Line,69,5,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110011,001456,1,'O',NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000005,400000005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164625,1000164933,NULL,1,NULL,NULL,NULL,NULL,77110020,4,National SMS,0000C2000000003,2,2020-12-01 12:40:37,2020-11-13 20:53:44,Charged,50,1,2,Mobile Postpaid Line,89,4,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,77110020,001456,1,'O',NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000004,400000004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
