customer_ref,account_num,subs_id,msisdn,ocs_subscription_id,productoffering_id,productoffering_name,is_top_offer,productoffering_type_id,productoffering_type_value,event_type_id,event_type_name,event_dtm,calling_number,originating_number,called_number,upload_volume,download_volume,total_volume,rating_group,duration,number_of_messages,direction,operator_code,consumption_bucket_amount,consumption_type,actual_available_bucket,served_imsi,terminating_zone,terminating_country,originating_zone,originating_country,roaming_zone,roaming_country,session_id,location_cell_id,ocs_charged_amount,charged_amount_post_tax,tax_amount,hour_number,history_date
1000164266,2000264260,9158818010000000327,754200327,436607000327,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200313000100,754200327.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164267,2000264261,9158818010000000328,754200328,436607000328,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200314000100,754200328.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164268,2000264262,9158818010000000329,754200329,436607000329,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200315000100,754200329.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,9,2020-09-16-00-00-00
1000164269,2000264263,9158818010000000330,754200330,436607000330,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200316000100,754200330.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,10,2020-09-16-00-00-00
1000164270,2000264264,9158818010000000331,754200331,436607000331,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200317000100,,754200331.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164271,2000264265,9158818010000000332,754200332,436607000332,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200318000100,,754200332.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164272,2000264266,9158818010000000333,754200333,436607000333,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200319000100,,754200333.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,9,2020-09-16-00-00-00
1000164273,2000264267,9158818010000000334,754200334,436607000334,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200320000100,,754200334.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,10,2020-09-16-00-00-00
1000164274,2000264268,9158818010000000335,754200335,436607000335,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200321000100,754200335.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164275,2000264269,9158818010000000336,754200336,436607000336,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200322000100,754200336.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164276,2000264270,9158818010000000337,754200337,436607000337,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200323000100,754200337.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,9,2020-09-16-00-00-00
1000164277,2000264271,9158818010000000338,754200338,436607000338,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200324000100,754200338.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,10,2020-09-16-00-00-00
1000164278,2000264272,9158818010000000339,754200339,436607000339,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200325000100,754200339.0,,9234775633.0,,,,,1,2.0,IN,ARTL,20,1,21,BSNL,,,,,,,SNSMS65842,,2,3,1,5,2020-09-16-00-00-00
1000164279,2000264273,9158818010000000340,754200340,436607000340,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200326000100,754200340.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164280,2000264274,9158818010000000341,754200341,436607000341,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200327000100,754200341.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164281,2000264275,9158818010000000342,754200342,436607000342,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200328000100,754200342.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,9,2020-09-16-00-00-00
1000164282,2000264276,9158818010000000343,754200343,436607000343,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200329000100,754200343.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,10,2020-09-16-00-00-00
1000164283,2000264277,9158818010000000344,754200344,436607000344,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200330000100,,754200344.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164284,2000264278,9158818010000000345,754200345,436607000345,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200331000100,,754200345.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164285,2000264279,9158818010000000346,754200346,436607000346,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200914000100,,754200346.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,9,2020-09-16-00-00-00
1000164286,2000264280,9158818010000000347,754200347,436607000347,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200914000100,,754200347.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,10,2020-09-16-00-00-00
1000164287,2000264281,9158818010000000348,754200348,436607000348,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200914000100,754200348.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164288,2000264282,9158818010000000349,754200349,436607000349,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200914000100,754200349.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164289,2000264283,9158818010000000350,754200350,436607000350,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200914000100,754200350.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,9,2020-09-16-00-00-00
1000164290,2000264284,9158818010000000351,754200351,436607000351,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200914000100,754200351.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,10,2020-09-16-00-00-00
1000164291,2000264285,9158818010000000352,754200352,436607000352,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200914000100,754200352.0,,9234775633.0,,,,,1,2.0,IN,ARTL,20,1,21,BSNL,,,,,,,SNSMS65842,,2,3,1,5,2020-09-16-00-00-00
1000164292,2000264286,9158818010000000353,754200353,436607000353,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200914000100,754200353.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164293,2000264287,9158818010000000354,754200354,436607000354,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200914000100,754200354.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164294,2000264288,9158818010000000355,754200355,436607000355,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200914000100,754200355.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,9,2020-09-16-00-00-00
1000164295,2000264289,9158818010000000356,754200356,436607000356,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200914000100,754200356.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,10,2020-09-16-00-00-00
1000164296,2000264290,9158818010000000357,754200357,436607000357,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200914000100,,754200357.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164297,2000264291,9158818010000000358,754200358,436607000358,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200914000100,,754200358.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164298,2000264292,9158818010000000359,754200359,436607000359,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200501125959,,754200359.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,9,2020-09-16-00-00-00
1000164299,2000264293,9158818010000000360,754200360,436607000360,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200501125959,,754200360.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,10,2020-09-16-00-00-00
1000164300,2000264294,9158818010000000361,754200361,436607000361,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200501125959,754200361.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164301,2000264295,9158818010000000362,754200362,436607000362,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200501125959,754200362.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164302,2000264296,9158818010000000363,754200363,436607000363,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200501125959,754200363.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,9,2020-09-16-00-00-00
1000164303,2000264297,9158818010000000364,754200364,436607000364,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200501125959,754200364.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,10,2020-09-16-00-00-00
1000164304,2000264298,9158818010000000365,754200365,436607000365,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200501125959,754200365.0,,9234775633.0,,,,,1,2.0,IN,ARTL,20,1,21,BSNL,,,,,,,SNSMS65842,,2,3,1,5,2020-09-16-00-00-00
1000164305,2000264299,9158818010000000366,754200366,436607000366,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200501125959,754200366.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164306,2000264300,9158818010000000367,754200367,436607000367,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200501125959,754200367.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164307,2000264301,9158818010000000368,754200368,436607000368,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200914000100,754200368.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,9,2020-09-16-00-00-00
1000164308,2000264302,9158818010000000369,754200369,436607000369,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200914000100,754200369.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,10,2020-09-16-00-00-00
1000164309,2000264303,9158818010000000370,754200370,436607000370,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200914000100,,754200370.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164310,2000264304,9158818010000000371,754200371,436607000371,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200914000100,,754200371.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164311,2000264305,9158818010000000372,754200372,436607000372,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200430000100,,754200372.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,9,2020-09-16-00-00-00
1000164312,2000264306,9158818010000000373,754200373,436607000373,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200430000100,,754200373.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,10,2020-09-16-00-00-00
1000164313,2000264307,9158818010000000374,754200374,436607000374,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200430000100,754200374.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164314,2000264308,9158818010000000375,754200375,436607000375,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200430000100,754200375.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164315,2000264309,9158818010000000376,754200376,436607000376,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200801000001,754200376.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,9,2020-09-16-00-00-00
1000164316,2000264310,9158818010000000377,754200377,436607000377,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200801000001,754200377.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,10,2020-09-16-00-00-00
1000164317,2000264311,9158818010000000378,754200378,436607000378,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200801000001,754200378.0,,9234775633.0,,,,,1,2.0,IN,ARTL,20,1,21,BSNL,,,,,,,SNSMS65842,,2,3,1,5,2020-09-16-00-00-00
1000164318,2000264312,9158818010000000379,754200379,436607000379,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200801000001,754200379.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164319,2000264313,9158818010000000380,754200380,436607000380,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200801000001,754200380.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164320,2000264314,9158818010000000381,754200381,436607000381,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200801000001,754200381.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,9,2020-09-16-00-00-00
1000164321,2000264315,9158818010000000382,754200382,436607000382,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200801000001,754200382.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,10,2020-09-16-00-00-00
1000164322,2000264316,9158818010000000383,754200383,436607000383,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200801000001,,754200383.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164323,2000264317,9158818010000000384,754200384,436607000384,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200801000001,,754200384.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164324,2000264318,9158818010000000385,754200385,436607000385,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200801000001,,754200385.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,9,2020-09-16-00-00-00
1000164325,2000264319,9158818010000000386,754200386,436607000386,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200801000001,,754200386.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,10,2020-09-16-00-00-00
1000164326,2000264320,9158818010000000387,754200387,436607000387,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200801000001,754200387.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164327,2000264321,9158818010000000388,754200388,436607000388,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200401000001,754200388.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164328,2000264322,9158818010000000389,754200389,436607000389,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200401000001,754200389.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,9,2020-09-16-00-00-00
1000164329,2000264323,9158818010000000390,754200390,436607000390,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200401000001,754200390.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,10,2020-09-16-00-00-00
1000164330,2000264324,9158818010000000391,754200391,436607000391,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200401000001,754200391.0,,9234775633.0,,,,,1,2.0,IN,ARTL,20,1,21,BSNL,,,,,,,SNSMS65842,,2,3,1,5,2020-09-16-00-00-00
1000164331,2000264325,9158818010000000392,754200392,436607000392,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200401000001,754200392.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164332,2000264326,9158818010000000393,754200393,436607000393,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200401000001,754200393.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164333,2000264327,9158818010000000394,754200394,436607000394,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200401000001,754200394.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,9,2020-09-16-00-00-00
1000164334,2000264328,9158818010000000395,754200395,436607000395,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200914000100,754200395.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,10,2020-09-16-00-00-00
1000164335,2000264329,9158818010000000396,754200396,436607000396,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200914000100,,754200396.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164336,2000264330,9158818010000000397,754200397,436607000397,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200914000100,,754200397.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164337,2000264331,9158818010000000398,754200398,436607000398,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200914000100,,754200398.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,9,2020-09-16-00-00-00
1000164338,2000264332,9158818010000000399,754200399,436607000399,6400000001,Mobile Prepaid 3 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200914000100,,754200399.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,10,2020-09-16-00-00-00
1000164339,2000264333,9158818010000000400,754200400,436607000400,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200901000001,754200400.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164340,2000264334,9158818010000000401,754200401,436607000401,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200901000001,754200401.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,8,2020-09-16-00-00-00
1000164341,2000264335,9158818010000000402,754200402,436607000402,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200901000001,754200402.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,9,2020-09-16-00-00-00
1000164342,2000264336,9158818010000000403,754200403,436607000403,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,1,Mobile Voice Originating,20200901000001,754200403.0,,9898115870.0,,,,,90,,I,VFO,1000,0,501,OFT,,,,,,,SNC1020115,,199,256,75,10,2020-09-16-00-00-00
1000164343,2000264337,9158818010000000404,754200404,436607000404,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200901000001,754200404.0,,9234775633.0,,,,,1,2.0,IN,ARTL,20,1,21,BSNL,,,,,,,SNSMS65842,,2,3,1,5,2020-09-16-00-00-00
1000164344,2000264338,9158818010000000405,754200405,436607000405,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200901000001,754200405.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164345,2000264339,9158818010000000406,754200406,436607000406,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200901000001,754200406.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,8,2020-09-16-00-00-00
1000164346,2000264340,9158818010000000407,754200407,436607000407,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200901000001,754200407.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,9,2020-09-16-00-00-00
1000164347,2000264341,9158818010000000408,754200408,436607000408,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,4,Mobile SMS Roaming Originating,20200901000001,754200408.0,,9234775633.0,,,,,1,2.0,I,ARTL,20,1,21,BARTL,,,,,,,SNSMS65842,,2,3,1,10,2020-09-16-00-00-00
1000164348,2000264342,9158818010000000409,754200409,436607000409,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200901000001,,754200409.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
1000164349,2000264343,9158818010000000410,754200410,436607000410,6400000004,Mobile Prepaid 6 GB,Yes,9125737315713245976,Product Offering,7,Mobile Data,20200901000001,,754200410.0,,2000.0,5000.0,10000.0,Free Internet Plan,51,,,,478,1,478,OFT,,,,,,,S00201,560101.0,0,499,81,8,2020-09-16-00-00-00
