customer_ref,customer_id,account_num,ocs_subscriber_id,billing_account_id,subs_id,bpi_id,subscription_name,actual_start_date,actual_end_date,sequence_number,billing_subs_status_id,billing_subs_status_value,subs_status_id,subs_status_value,initiating_system_id,initiating_system_value,distribution_channel_id,distribution_channel_value,shop_id,processed_when_date,subs_location_id,charge_discount_mrc,charge_tax_mrc,charge_total_mrc,tariff_plan_template_id,tariff_plan_template_name,tariff_plan_id,tariff_plan_name,tariff_plan_weight,tariff_plan_bil_spec_id,tariff_plan_bil_spec_value,msisdn_id,msisdn,phone_number_status_id,phone_number_status_value,ported_from_id,ported_from_name,phone_number_category_id,phone_number_category_value,iccid_id,imsi,sim_card_type_id,sim_card_type_value,sim_card_logical_status_id,sim_card_logical_status_value,ported_to_id,ported_to_name,customer_category_id,customer_category_value,sms_allowance,data_allowance,voice_allowance,cash_balance_id,date_change_tariff_plan,history_date,ocs_subscription_id,remaining_upfront_payment,upfront_payment
1000164197,9157843700000000258,2000264191,436607000258.0,9157000010000000258,9158818010000000258,9157818076520010258,Mobile Prepaid 6 GB #001,2020-09-05 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-05 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000258,754200258,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900258,143981813200258,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164198,9157843800000000259,2000264192,436607000259.0,9157000010000000259,9158818010000000259,9157818076520010259,Mobile Prepaid 6 GB #001,2020-09-06 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-06 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000259,754200259,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900259,143981813200259,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164199,9157843900000000260,2000264193,436607000260.0,9157000010000000260,9158818010000000260,9157818076520010260,Mobile Prepaid 6 GB #001,2020-09-07 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-07 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000260,754200260,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900260,143981813200260,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164200,9157844000000000261,2000264194,436607000261.0,9157000010000000261,9158818010000000261,9157818076520010261,Mobile Prepaid 6 GB #001,2020-09-08 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-08 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000261,754200261,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900261,143981813200261,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164201,9157844100000000262,2000264195,436607000262.0,9157000010000000262,9158818010000000262,9157818076520010262,Mobile Prepaid 6 GB #001,2020-09-09 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-09 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000262,754200262,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900262,143981813200262,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164202,9157844200000000263,2000264196,436607000263.0,9157000010000000263,9158818010000000263,9157818076520010263,Mobile Prepaid 6 GB #001,2020-09-10 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-10 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000263,754200263,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900263,143981813200263,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164203,9157844300000000264,2000264197,436607000264.0,9157000010000000264,9158818010000000264,9157818076520010264,Mobile Prepaid 6 GB #001,2020-09-11 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-11 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000264,754200264,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900264,143981813200264,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164204,9157844400000000265,2000264198,436607000265.0,9157000010000000265,9158818010000000265,9157818076520010265,Mobile Prepaid 6 GB #001,2020-09-12 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-12 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000265,754200265,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900265,143981813200265,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164205,9157844500000000266,2000264199,436607000266.0,9157000010000000266,9158818010000000266,9157818076520010266,Mobile Prepaid 6 GB #001,2020-09-13 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-13 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000266,754200266,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900266,143981813200266,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164206,9157844600000000267,2000264200,436607000267.0,9157000010000000267,9158818010000000267,9157818076520010267,Mobile Prepaid 6 GB #001,2020-09-14 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-14 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000267,754200267,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900267,143981813200267,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164207,9157844700000000268,2000264201,436607000268.0,9157000010000000268,9158818010000000268,9157818076520010268,Mobile Prepaid 6 GB #001,2020-09-02 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-02 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000268,754200268,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900268,143981813200268,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164208,9157844800000000269,2000264202,436607000269.0,9157000010000000269,9158818010000000269,9157818076520010269,Mobile Prepaid 6 GB #001,2020-09-03 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-03 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000269,754200269,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900269,143981813200269,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164209,9157844900000000270,2000264203,436607000270.0,9157000010000000270,9158818010000000270,9157818076520010270,Mobile Prepaid 6 GB #001,2020-09-04 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-04 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000270,754200270,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900270,143981813200270,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164210,9157845000000000271,2000264204,436607000271.0,9157000010000000271,9158818010000000271,9157818076520010271,Mobile Prepaid 6 GB #001,2020-09-05 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-05 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000271,754200271,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900271,143981813200271,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164211,9157845100000000272,2000264205,436607000272.0,9157000010000000272,9158818010000000272,9157818076520010272,Mobile Prepaid 6 GB #001,2020-09-06 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-06 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000272,754200272,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900272,143981813200272,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164212,9157845200000000273,2000264206,436607000273.0,9157000010000000273,9158818010000000273,9157818076520010273,Mobile Prepaid 6 GB #001,2020-09-07 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-07 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000273,754200273,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900273,143981813200273,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164213,9157845300000000274,2000264207,436607000274.0,9157000010000000274,9158818010000000274,9157818076520010274,Mobile Prepaid 6 GB #001,2020-09-08 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-08 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000274,754200274,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900274,143981813200274,9156069665313133041,eSIM,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164214,9157845400000000275,2000264208,436607000275.0,9157000010000000275,9158818010000000275,9157818076520010275,Mobile Prepaid 6 GB #001,2020-09-09 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-09 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000275,754200275,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900275,143981813200275,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164215,9157845500000000276,2000264209,436607000276.0,9157000010000000276,9158818010000000276,9157818076520010276,Mobile Prepaid 6 GB #001,2020-09-10 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-10 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000276,754200276,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900276,143981813200276,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164216,9157845600000000277,2000264210,436607000277.0,9157000010000000277,9158818010000000277,9157818076520010277,Mobile Prepaid 6 GB #001,2020-09-11 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-11 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000277,754200277,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900277,143981813200277,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164217,9157845700000000278,2000264211,436607000278.0,9157000010000000278,9158818010000000278,9157818076520010278,Mobile Prepaid 6 GB #001,2020-09-12 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-12 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000278,754200278,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900278,143981813200278,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164218,9157845800000000279,2000264212,436607000279.0,9157000010000000279,9158818010000000279,9157818076520010279,Mobile Prepaid 6 GB #001,2020-09-13 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-13 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000279,754200279,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900279,143981813200279,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164219,9157845900000000280,2000264213,436607000280.0,9157000010000000280,9158818010000000280,9157818076520010280,Mobile Prepaid 6 GB #001,2020-09-14 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-14 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000280,754200280,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900280,143981813200280,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164220,9157846000000000281,2000264214,436607000281.0,9157000010000000281,9158818010000000281,9157818076520010281,Mobile Prepaid 6 GB #001,2020-09-02 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-02 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000281,754200281,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900281,143981813200281,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164221,9157846100000000282,2000264215,436607000282.0,9157000010000000282,9158818010000000282,9157818076520010282,Mobile Prepaid 6 GB #001,2020-09-03 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-03 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000282,754200282,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900282,143981813200282,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164222,9157846200000000283,2000264216,436607000283.0,9157000010000000283,9158818010000000283,9157818076520010283,Mobile Prepaid 6 GB #001,2020-09-04 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-04 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000283,754200283,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900283,143981813200283,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164223,9157846300000000284,2000264217,436607000284.0,9157000010000000284,9158818010000000284,9157818076520010284,Mobile Prepaid 6 GB #001,2020-09-05 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-05 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000284,754200284,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900284,143981813200284,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164224,9157846400000000285,2000264218,436607000285.0,9157000010000000285,9158818010000000285,9157818076520010285,Mobile Prepaid 6 GB #001,2020-09-06 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-06 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000285,754200285,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900285,143981813200285,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164225,9157846500000000286,2000264219,436607000286.0,9157000010000000286,9158818010000000286,9157818076520010286,Mobile Prepaid 6 GB #001,2020-09-07 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-07 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000286,754200286,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900286,143981813200286,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164226,9157846600000000287,2000264220,436607000287.0,9157000010000000287,9158818010000000287,9157818076520010287,Mobile Prepaid 6 GB #001,2020-09-08 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-08 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000287,754200287,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900287,143981813200287,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164227,9157846700000000288,2000264221,436607000288.0,9157000010000000288,9158818010000000288,9157818076520010288,Mobile Prepaid 6 GB #001,2020-02-03 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224000,Direct Shop,,2020-02-03 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000288,754200288,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900288,143981813200288,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164228,9157846800000000289,2000264222,436607000289.0,9157000010000000289,9158818010000000289,9157818076520010289,Mobile Prepaid 6 GB #001,2020-02-04 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224000,Direct Shop,,2020-02-04 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000289,754200289,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900289,143981813200289,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164229,9157846900000000290,2000264223,436607000290.0,9157000010000000290,9158818010000000290,9157818076520010290,Mobile Prepaid 6 GB #001,2020-02-05 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224000,Direct Shop,,2020-02-05 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000290,754200290,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900290,143981813200290,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164230,9157847000000000291,2000264224,436607000291.0,9157000010000000291,9158818010000000291,9157818076520010291,Mobile Prepaid 6 GB #001,2020-02-06 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224000,Direct Shop,,2020-02-06 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000291,754200291,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900291,143981813200291,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164231,9157847100000000292,2000264225,436607000292.0,9157000010000000292,9158818010000000292,9157818076520010292,Mobile Prepaid 6 GB #001,2020-02-07 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224000,Direct Shop,,2020-02-07 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000292,754200292,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900292,143981813200292,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164232,9157847200000000293,2000264226,436607000293.0,9157000010000000293,9158818010000000293,9157818076520010293,Mobile Prepaid 6 GB #001,2020-02-08 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224000,Direct Shop,,2020-02-08 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000293,754200293,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900293,143981813200293,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164233,9157847300000000294,2000264227,436607000294.0,9157000010000000294,9158818010000000294,9157818076520010294,Mobile Prepaid 6 GB #001,2020-02-09 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224000,Direct Shop,,2020-02-09 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000294,754200294,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900294,143981813200294,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164234,9157847400000000295,2000264228,436607000295.0,9157000010000000295,9158818010000000295,9157818076520010295,Mobile Prepaid 6 GB #001,2020-02-10 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224000,Direct Shop,,2020-02-10 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000295,754200295,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900295,143981813200295,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000164235,9157847500000000296,2000264229,436607000296.0,9157000010000000296,9158818010000000296,9157818076520010296,Mobile Prepaid 6 GB #001,2020-02-11 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224000,Direct Shop,,2020-02-11 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000296,754200296,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900296,143981813200296,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
